College Rec Center,0.087350175,0.09709959,-0.10561911,-0.03222607,0.024797369,0.00861609,0.010634498,-0.06850418,-0.05883199,0.10359223,-0.049084455,0.07501174,0.08832714,-0.05089294,-0.084269196,-0.14478248,0.07408835,-0.15226589,0.007818583,0.028471004
Paper / Office Supplies Store,-0.009824352,-0.07012678,-0.15246862,-0.08118307,0.09895743,0.08496408,-0.018387888,-0.08780154,0.060296245,-0.032034993,0.058988065,0.022082537,-0.024755979,-0.1287323,-0.045292724,0.065887004,0.09497887,0.031189386,0.2618859,-0.005703084
Martial Arts Dojo,-0.00940148,-0.04656835,-0.10364176,0.060468506,-0.05124713,-0.006655177,0.059345543,-0.098257735,0.0033944137,-0.003900176,-0.04358105,-0.003523292,0.09653348,0.013553406,0.0714466,-0.013273535,0.015945628,0.08377113,0.0779731,0.036211114
Surf Spot,-0.054703582,-0.047739893,0.0085856,-0.013276666,-0.029600877,0.053792723,0.025473772,0.028394,-0.032099083,0.010142589,0.06410149,0.028827883,0.117704764,0.04823987,-0.07005059,0.037167765,0.13459562,-0.09879768,0.025097664,0.032992065
Multiplex,0.15928921,-0.067923315,0.033471208,-0.0046830326,0.2138913,0.027709708,0.0031174421,0.024680257,-0.0058348663,0.04567549,0.007947873,-0.009177341,-0.040047828,-0.13503662,0.046271674,-0.06310011,0.087890394,0.00038071908,-0.023500606,-0.042294152
Opera House,0.12849003,-0.0061971545,-0.008052804,0.026057113,0.045771655,0.044702034,-0.005595397,0.020964872,0.0036285613,0.012069641,0.07539167,0.11308888,0.0039342307,-0.049663045,-0.07539417,-0.027005179,0.106317416,-0.15516533,-0.016977489,-0.009920472
Sandwich Place,-0.01615631,-0.097059555,0.13430251,0.017016444,-0.052073933,0.047037378,-0.1067041,0.103651315,0.028387586,-0.05909336,-0.013710834,0.0014788429,0.10368569,0.06615438,-0.06932588,0.111256056,0.03465159,-0.06582859,-0.1178467,-0.14971238
Food,0.06050586,0.0045721726,0.05717667,-0.09609523,-0.0751374,0.019942105,-0.19967063,0.06607477,-0.004579406,0.02992294,0.003143419,-0.015316668,0.17082742,0.047887888,-0.123086154,0.045153208,0.07287196,-0.01278581,-0.035788734,-0.09563894
Video Game Store,-0.017946817,0.09030169,-0.2320273,-0.072879106,0.018075172,-0.026464773,-0.049823456,-0.085892215,0.034102786,0.04186226,0.03765248,-0.07396254,-0.009659428,-0.05347296,-0.0049643703,-0.038134888,-0.031078633,0.09875644,0.13603519,0.04553629
Campaign Office,-0.0291946,-0.0010622665,0.051315766,-0.03575798,0.05196283,-0.018910596,0.057141878,0.0645825,-0.024478685,0.053618986,0.05038679,0.019140381,0.105707206,-0.0068627726,-0.10391997,0.067573346,0.054441057,-0.032166705,0.018237684,-0.0038235243
Coworking Space,-0.069274604,0.015654467,0.0790097,0.08928232,0.061145015,-0.01904006,0.05049133,0.14976278,0.042277545,-0.0043415707,0.022889037,-0.017979886,-0.0007215934,0.007985758,0.02188281,0.07182283,-0.027674083,0.01810706,0.03185884,-0.07122023
Campground,0.040550068,-0.062001318,-0.037768602,0.009727573,0.0114077665,0.06275379,0.044467464,-0.06813875,0.006978957,0.08156474,0.076074645,0.0776056,0.15740804,-0.030767698,-0.051872283,-0.024459476,0.14311615,-0.09870525,0.027799677,-0.022450278
Newsstand,-0.01876424,0.004139062,-0.095329985,-0.16608828,0.096395,0.018869497,-0.02049258,-0.10758552,-0.08051303,-0.070482284,0.07152874,-0.02377617,0.09042905,-0.04072221,-0.016965454,0.06339229,0.073676504,-0.024072427,0.09553802,0.06345484
Athletics & Sports,-0.031258617,-0.09378392,-0.090795815,0.070603624,-0.060041755,0.05930281,0.07212132,-0.06828788,0.015290463,-0.010990493,0.003459435,0.04495637,0.12142146,0.029311439,0.018824248,-0.0016081631,0.08920373,0.017860807,0.071629174,0.047955956
Bike Shop,-0.042729132,-0.11169642,-0.117427066,-0.075094305,0.1689803,0.065292865,0.083036065,-0.12757394,-0.03329325,-0.022582348,-0.049762398,-0.04476752,-0.02555769,-0.05178508,0.0039038055,0.048290577,0.075281255,-0.009664735,0.06714322,0.043347273
High School,0.0073472615,0.038952243,-0.0066151223,0.060235202,0.09289131,-0.11411829,0.09607068,0.03924706,0.100327566,0.08817888,-0.024599116,0.05362446,-0.09618057,-0.016208142,-0.035534803,-0.023746477,-0.09729731,0.011853702,0.049457856,-0.04832486
Auto Dealership,-0.1393346,-0.071055025,-0.07700835,-0.047605507,-0.0029724687,0.008654728,0.035208233,-0.15303662,0.018502489,-0.10476872,-0.033312,-0.08619826,0.09361413,-0.0046326406,0.029627306,0.09793942,-0.006278256,0.13242427,0.17585114,0.0399508
Pool,0.026965855,0.0054156557,-0.1414566,0.10634607,-0.104040295,0.041902933,0.06483094,-0.06624934,0.070354536,0.04577171,-0.033487402,0.06056341,0.0369072,0.04262341,0.051047523,-0.11414406,0.051511973,0.030569516,0.10518235,0.047993224
Airport,-0.05476904,-0.02709878,-0.0065690205,0.02219978,0.052391484,-0.043644898,0.037815828,-0.02758117,0.020729573,0.05137986,-0.16791193,0.014057295,-0.08718591,0.08959569,0.053035185,-0.08129287,-0.02813022,0.025288116,-0.11827855,0.08708299
Gaming Cafe,0.0055826483,0.015422711,-0.14735606,-0.12492651,0.09509411,-0.0022051074,0.0134131815,-0.10360974,-0.033594757,0.00995151,0.038254432,0.030379018,0.044455953,-0.09838921,-0.03959058,0.023570923,0.04015099,-0.07856097,0.14132917,0.0092484895
College Cafeteria,0.003512606,0.11372737,-0.064476445,0.09206168,-0.06896406,0.0013588611,-0.036447268,0.015536361,0.03438745,-0.015862167,0.050134834,0.043901626,0.07614313,-0.12278354,-0.125917,-0.053679563,-0.0068329056,-0.07181607,0.07260691,-0.011730434
Whisky Bar,-0.04770103,0.1562116,-0.076218985,-0.032569952,-0.046425346,0.0005897973,-0.109785125,0.02442946,-0.0101614855,-0.008806234,0.045865223,-0.011875972,-0.050823852,0.0030315388,-0.025721628,-0.041228525,-0.046155274,0.0173002,0.10224414,-0.027052607
Cajun / Creole Restaurant,0.10421605,0.079985246,0.016100904,-0.240131,-0.008988244,0.0237271,-0.122080445,0.011915317,-0.046710037,0.031227097,-0.089052916,-0.040951528,0.08419719,0.040744767,-0.012242265,-0.059241015,0.10815987,0.05724094,-0.022183046,-0.030378992
Asian Restaurant,0.026437616,-0.039717685,0.011486793,-0.038525358,-0.057551473,-0.011996093,-0.14729384,0.047727887,-0.011711087,-0.07791212,0.06345268,0.0024010916,0.05838515,-0.03531139,-0.14722514,0.13085847,0.021403104,-0.0069348877,0.0076445993,-0.057030734
School,-0.02085416,-0.01726858,-0.0038709594,0.038161263,0.084462434,-0.06461614,0.14250085,0.0159642,0.09811734,0.13416341,0.01037384,0.09696527,-0.032430254,-0.03584707,-0.07234302,0.0010001473,-0.053412262,-0.04112388,0.038636632,-0.061429404
Conference Room,-0.079415426,-0.062659405,0.018742658,0.039824944,0.0076793293,0.022995802,0.12642053,0.074406296,0.051399242,0.06368086,0.006561755,0.038763747,0.09499857,-0.023571752,-0.09314896,0.08264692,0.046081323,-0.018204091,0.03407176,-0.04146641
Bank,0.0038598878,-0.033458754,-0.10656661,-0.015423022,0.1334092,-0.009344501,0.024759103,-0.09025352,0.06572502,-0.096200794,0.0017283009,-0.097113,-0.05775154,-0.17701206,0.0025951583,0.02177468,-0.04992359,0.03582201,0.17476755,0.021223143
Light Rail Station,0.019718891,0.056163743,-0.014938178,-0.09137656,0.015878605,0.03421897,-0.09153433,-0.018447775,0.017116202,-0.038751457,-0.004977364,0.014639029,-0.25984967,-0.0014249124,0.11470199,-0.1498671,0.0076628723,0.008466285,-0.046806842,0.08637639
French Restaurant,0.021488298,-0.0031545288,0.00304126,-0.081409685,-0.109885454,0.046355776,-0.15365225,0.001452215,0.03606204,-0.042852536,0.10535359,0.049962312,0.04635234,0.0077724345,-0.06639463,0.016723305,0.06416576,-0.03857254,-0.0051410384,0.056755878
Hot Spring,0.05648184,-0.012977228,-0.040139377,0.0010901634,0.022405405,0.041117273,0.01662135,0.0045118853,-0.01700222,0.09249234,0.040675953,0.14693019,0.11018103,-0.025214173,-0.066042155,-0.0498965,0.13679227,-0.13569012,0.016819632,0.016696032
Concert Hall,0.052780747,-0.14032301,0.01806899,0.005637439,0.08663325,0.17363925,0.037026644,0.018868938,0.022017846,-0.028764393,0.08005349,0.011837579,-0.04112237,-0.053917445,0.05760906,-0.009822972,0.07282522,-0.083740294,-0.015088429,0.009794548
Malay Restaurant,-0.010252196,0.019681547,-0.022247273,-0.028628955,0.0028895102,-0.07234284,-0.036013674,0.034025986,-0.05731146,-0.0071745254,0.056448475,0.036249835,0.09006344,-0.011582271,-0.12573822,0.055513434,0.021659143,-0.014970761,0.03495933,0.0036883391
Tanning Salon,-0.077350736,-0.06269101,-0.1390399,-0.025997631,0.09966713,0.010960782,0.12742232,-0.21063972,0.012054358,-0.06579502,-0.059247363,-0.058924153,0.0005736947,-0.11355144,0.019171966,0.05536671,0.008403022,0.010849764,0.117663324,0.055453077
River,0.017411612,-0.061950013,-0.079820275,0.040072937,-0.031838465,0.03702558,0.07310444,-0.0183863,0.03347148,0.12939043,-0.020307453,0.13816065,0.1430718,0.093498334,-0.08657326,0.0040359236,0.12929617,-0.09882949,-0.017170245,0.030689944
Dance Studio,0.08445034,-0.0024767816,-0.014108095,0.09835693,0.050197516,0.03509539,-0.00019480451,0.013113687,0.07900116,-0.0042989943,0.12482008,0.053605188,-0.10504704,-0.1466927,-0.034964584,-0.04023347,0.048642416,-0.08496052,0.01631783,-0.016631067
Salon / Barbershop,-0.0771695,-0.050179664,0.017034851,-0.065788195,-0.014616348,0.072984144,-0.021434452,-0.18936554,0.011903814,-0.10771726,-0.051257268,-0.14289878,-0.07600624,-0.01631528,0.10532284,0.054443367,0.00254504,0.055815585,0.13676362,0.061554257
General College & University,0.1434058,0.12154423,-0.06649011,0.080421515,0.05275794,-0.015123041,0.011360267,-0.008845521,0.009060893,0.054533772,-0.076343074,-0.046020627,-0.013275787,-0.104836605,-0.022787863,-0.17900714,-0.034189798,0.015482005,0.03625287,-0.0082937395
Shoe Store,0.022320502,0.05641189,-0.1046312,-0.15216091,0.06932255,0.032120317,0.02409602,-0.120158456,0.016144251,0.07160377,-0.049044203,-0.015840108,-0.07672467,-0.044000637,0.059103303,-0.061638802,-0.013661569,0.019302199,0.06932959,0.037361424
Neighborhood,-0.043706562,-0.043024298,0.0025733607,0.14230001,-0.082116835,0.03887057,0.04093743,-0.028920196,0.12756391,-0.01723966,0.0070808926,0.041932665,0.06469772,0.092867635,0.040820695,-0.033417802,0.0105088,-0.040848825,0.034543265,0.048041686
Animal Shelter,-0.04382864,-0.0101986285,-0.047019377,0.057915095,0.085780255,-0.027610594,0.13274026,0.08134708,0.033366233,0.15248236,0.04243551,0.07099049,0.08587583,-0.08924962,-0.10810292,0.10988924,0.029903717,-0.006728912,0.0882024,-0.03489162
City Hall,-0.05002144,-0.011140026,-0.087191544,0.051579118,0.0729167,0.021981746,0.08650091,0.0636895,-0.0035937596,0.058698352,0.0049782796,0.031232044,0.033344395,-0.09597601,-0.036430765,0.12230024,0.007625918,-0.022401225,0.14746054,-0.012063455
Karaoke Bar,0.0036387425,0.12775525,-0.050112486,-0.056781553,-0.013273681,0.010364348,-0.06962942,0.01247336,-0.036504894,0.026793038,-0.08157156,-0.09322968,-0.03056589,0.055450518,0.06891364,-0.054406285,-0.05901134,0.09773862,0.0936774,-0.032395855
Health Food Store,0.028449057,0.00043918192,0.011749996,-0.12626919,0.11953227,0.016145144,0.020647336,-0.03278342,-0.11249392,-0.022592053,0.011759193,-0.014360058,0.014291791,-0.0044775605,-0.014163174,0.0154397,0.06062904,-0.0029157177,0.02866591,0.02321576
Argentinian Restaurant,0.019125788,0.043976933,-0.06774832,-0.1368306,-0.055086814,0.0050117383,-0.021860113,-0.029195402,-0.0035590343,0.037435476,0.05318453,0.038077295,0.15489507,0.029855758,-0.113729775,-0.0044009425,0.0682022,-0.05105124,0.031242117,0.028731287
Garden,0.0059708487,-0.059296455,-0.08130603,0.11291759,-0.08393252,0.09584418,0.021662632,-0.031589285,0.08882925,-0.00867415,0.09550826,0.124464795,0.09572147,-0.053073935,-0.08693678,-0.0026170108,0.10145714,-0.09773481,0.055980332,-0.020011416
College Soccer Field,0.0061289296,0.055658862,-0.080778025,-0.06848811,-0.047978878,-0.0051079094,-0.09829581,-0.022333657,-0.09912571,-0.022916257,-0.015625225,0.031094354,0.20202881,0.060487468,-0.03589144,-0.05542485,0.075728014,-0.06204785,-0.049849205,0.07819463
Latin American Restaurant,0.055423997,0.0029405337,-0.045523647,-0.12789543,-0.09275096,0.0516921,-0.1198287,-0.0092033,0.033327594,0.044700347,0.06679581,0.027969245,0.12114934,-0.003612157,-0.10299143,0.002680689,0.0913373,-0.0039194915,0.034313478,0.0015175119
Juice Bar,-0.03132299,0.09489477,0.0126804635,0.020397585,-0.088699564,0.006154307,-0.1488427,0.06740156,0.03257562,0.08428761,0.005648257,0.0034368918,0.16933842,-0.008644024,-0.17959271,0.0010871831,-0.013839647,-0.022912601,-0.012453397,-0.10949439
Roof Deck,-0.0073652295,-0.08702292,-0.07384537,0.033583052,-0.030089714,0.062183548,0.09274308,-0.02289335,0.005714923,0.043839768,-0.0151320305,0.082920276,0.1434036,0.075218886,-0.059105158,0.03462071,0.1506279,-0.07945496,0.010354428,0.035970826
Fast Food Restaurant,0.07077591,-0.11822203,0.12745048,-0.044183016,-0.0043221824,0.04282267,-0.13855083,0.08104269,0.014176104,0.06864537,-0.04173432,-0.011904569,0.078566566,-0.0073244385,-0.042269826,0.013593481,0.06250906,-0.08157708,-0.13597283,-0.22779182
Cheese Shop,0.085195005,-0.05470851,0.020741379,-0.12371261,0.11192964,0.032933995,0.07573757,-0.042822998,-0.090861514,0.012451068,0.0075929645,0.028963046,0.07185668,0.008589334,-0.042966906,0.013721863,0.16254088,-0.063626915,-0.03798841,0.045389354
Doctor's Office,0.034235843,0.0010262766,0.04239591,0.008684071,0.1478202,-0.04677411,0.09375286,0.07932111,0.062404167,0.039781183,-0.02351898,0.0075840605,-0.035964284,-0.08589452,0.033513263,0.058838453,-0.0815428,0.013116164,0.01857219,-0.09097451
Piano Bar,0.118480116,-0.05368626,-0.045502134,-0.041766483,0.105192214,0.027111925,0.057225134,-0.019361153,-0.028319383,0.0045702253,0.030162994,0.008549957,0.09127331,-0.032807674,-0.06800782,-0.013403827,0.116153225,-0.0721636,-0.033434507,0.004911933
Emergency Room,0.021054402,0.04069931,-0.06737705,0.0001481222,0.0866632,-0.015404285,0.026680376,0.02657196,-0.0015643304,0.018919148,0.038551528,0.005552181,0.010402498,-0.18696591,-0.01865318,0.07159521,-0.052622218,0.007094599,0.14516659,-0.052783854
Grocery Store,-0.03326145,-0.059790395,0.12041938,-0.039591968,0.11012089,0.11191808,-0.023598995,-0.0594218,-0.017200168,-0.15904342,-0.036905084,-0.12709655,-0.08070097,-0.04082226,0.08586058,0.04830113,0.05020113,0.023525208,0.029196123,-0.0015910864
College Baseball Diamond,0.000402797,0.16390467,-0.11856121,0.007328097,-0.0395383,-0.010715645,-0.101462916,-0.009183352,-0.045324937,0.013676202,-0.005009353,-0.025136247,0.13008115,-0.050717723,-0.086564004,-0.08302082,-0.0018051229,-0.027241476,0.0700115,-0.033638768
Storage Facility,-0.019489925,0.053589553,-0.08934426,-0.14898697,0.051133547,-0.022349454,-0.034204554,-0.08252242,-0.08735637,-0.055495024,0.022354657,-0.050332375,0.0071655856,-0.014737401,-0.028971668,-0.034038447,0.043903794,-0.00026560202,0.06948498,0.0541257
Shopping Mall,-0.04156216,0.02491606,-0.05950643,-0.0508977,0.030248336,-0.015477315,0.023043996,-0.13014944,0.012163345,-0.047326326,-0.012990863,-0.105337806,-0.06665806,-0.04873254,0.04946164,0.0069037545,-0.05162345,0.13840793,0.19417389,0.022370767
Racetrack,0.13030902,-0.06642281,-0.06680541,0.04195652,0.12793706,0.058531404,0.08135392,0.008332827,0.014230647,-0.0077604577,0.111200735,0.08030403,0.0023573465,-0.13758655,-0.063253835,-0.058885753,0.16648822,-0.094072,0.02076,0.0019657584
Gym Pool,-0.009770604,-0.037453037,-0.11440177,0.0030348897,-0.013171257,0.04814796,0.0314387,-0.0772575,-0.0005805455,0.009776246,-0.012101902,0.036263317,0.06374555,0.004117556,0.030277548,-0.031233145,0.07637844,0.017599504,0.06025123,0.0901207
Motorcycle Shop,-0.07219929,0.03887691,-0.026084678,-0.11122703,0.09787782,-0.012990747,-0.013142133,-0.042288747,-0.065878786,0.010179885,0.0603219,-0.032105416,0.084585786,0.033082653,-0.08223246,0.1013233,0.035451055,-0.020467743,0.09473788,0.0015885308
Temple,-0.047198407,-0.00318773,-0.03436222,0.032935716,-0.033671476,-0.03135543,0.08877642,0.02512887,0.03466654,0.1254472,0.031289652,0.0814085,0.09912132,-0.028727353,-0.12091705,0.061933067,0.035742104,-0.047340304,0.029091697,-0.029217493
Travel Lounge,0.03925858,-0.017925363,-0.09155695,-0.07676733,-0.01527806,5.1350333e-05,-0.036357563,-0.010956093,-0.1475264,0.0028824755,-0.06377255,0.098343804,0.042899456,0.03654994,0.00078546256,-0.023521602,0.1070921,-0.06790212,-0.05844488,0.16489932
Performing Arts Venue,0.13291472,-0.07506333,0.033123232,0.09401953,0.103938065,0.076948285,0.001780387,0.04544581,0.04717627,0.023926478,0.062837735,0.058795813,-0.064030394,-0.073086694,-0.01967065,-0.053262457,0.12019917,-0.15381476,-0.058288272,-0.028843733
Drugstore,-0.047266766,-0.06982354,0.015564006,-0.032155935,0.081321344,0.14132,-0.04035609,-0.029683884,0.018926062,-0.16812807,0.08766983,-0.02269667,-0.15053146,-0.10142866,0.017783891,0.07090624,0.06413408,-0.042419128,0.10912138,-0.004038766
College Bookstore,0.076788455,0.16438124,-0.11082158,0.017865848,-0.008839341,0.023982806,-0.018317236,-0.0393785,-0.04794107,0.16517033,-0.1269068,-0.01105793,0.042246275,-0.013442442,-0.0066138357,-0.18563846,0.0013735462,-0.011066262,0.0041651595,0.01978722
Department Store,0.060821235,0.007954318,0.01953366,-0.060543597,0.13175015,0.012155512,-0.007245422,-0.107313514,0.012773579,-0.102169424,-0.025546353,-0.17386372,-0.08120485,-0.13279918,0.056780383,0.006768182,-0.020722143,0.07173893,0.13533016,-0.04948151
Brewery,-0.011636114,0.16325562,-0.011613814,-0.04196669,0.0049044043,0.014966827,-0.042803217,0.065127775,-0.030361105,0.04236288,-0.012194917,-0.091101676,-0.103628404,0.009438537,0.025658496,-0.06998889,-0.015848946,0.039173663,0.068381265,-0.03901331
Train,-0.031733833,0.06784831,-0.06435211,-0.015864272,-0.085310906,0.0052443724,-0.13942438,0.012402998,0.00822475,0.0030273274,-0.01633253,0.0384673,-0.07650654,0.092045076,0.04652795,-0.09285015,-0.0036230339,0.009107204,-0.101998486,0.12977691
Liquor Store,-0.027163306,-0.0796132,0.016984629,-0.0716193,0.0065861493,0.13718331,-0.05276321,-0.11259745,0.012658592,-0.13475154,0.04038833,-0.015991766,0.0020950753,-0.0018859087,0.013085606,0.05109165,0.10325663,-0.012492758,0.0900733,0.08908604
Student Center,0.042393453,0.1556445,-0.045041524,0.10669476,0.019250441,-0.03760666,-0.02451826,0.07576154,0.06265672,0.12210034,0.0038407296,0.04225461,0.021477493,-0.08775875,-0.112358525,-0.120270655,0.0095794415,-0.13026181,0.03473344,-0.07603775
Other Great Outdoors,-0.0025658193,-0.13660884,0.036238354,0.025120135,-0.048750497,0.1733605,0.050310135,-0.03279008,0.08650295,-0.006074042,-0.035010155,0.12849271,0.0034834854,0.12266665,0.07449748,-0.053648975,0.10661703,-0.0792692,-0.019411542,0.018763024
German Restaurant,0.027877348,0.024747917,-0.016908564,-0.11835593,-0.07247873,0.00022892654,-0.10680516,-0.04377021,-0.022889208,-0.031052675,0.0625782,0.014264386,0.10748379,-0.024296539,-0.12263842,0.06964204,0.10107343,0.01304627,0.0922405,-0.014556747
College Math Building,0.10230377,0.091077246,-0.090497926,-0.0006929338,-0.055898793,0.026042629,-0.021237522,-0.002210223,-0.0067501925,0.055267952,-0.0400471,0.04770571,0.057648834,-0.0003819121,-0.06294232,-0.10428418,0.027219497,-0.09971321,-0.006106222,0.012666782
Resort,-0.015604239,-0.0003902614,-0.06445162,-0.033336855,0.03340085,0.011755321,0.01707732,-0.028402738,-0.061904527,0.034618456,-0.1655842,0.030944455,-0.031026319,-0.026243942,0.06346362,-0.0425662,0.015538969,0.03441511,-0.049947537,0.17377217
Theme Park Ride / Attraction,0.092941664,0.027579011,-0.11403678,0.045636773,0.03589641,0.004324546,0.051885188,-0.014829937,-0.0006662104,0.015245762,0.08764659,0.0655086,0.030027024,-0.17477332,-0.10764912,-0.03669343,0.045967698,-0.041682877,0.09656679,-0.06508285
Chinese Restaurant,0.051678725,-0.041421585,0.032895263,-0.020275973,-0.0026068129,-0.026681406,-0.08753538,0.06758967,-0.024509307,-0.062370274,0.043511137,-0.014330636,0.08927855,-0.02898583,-0.15522863,0.1156047,-0.0009151688,0.0066252085,-0.01684184,-0.08093259
Home (private),0.08021806,0.041088205,0.06649,0.011177175,0.12029843,-0.028107002,0.04383681,0.024365544,-0.046770066,0.046198152,-0.07064104,-0.10542464,0.0051831175,-0.034485016,0.09943025,-0.06939126,-0.07648586,0.08019394,-0.04035879,-0.041496795
Baseball Field,0.005706474,-0.039411247,-0.11220563,0.07523637,-0.0069990866,0.018563967,0.143673,-0.08944777,-0.011848649,0.034737065,-0.074739814,0.016116492,0.12371178,-0.0053690355,0.031530507,-0.02296114,0.049198706,0.063429646,0.037198614,0.041315153
Flea Market,-0.03099183,-0.03555853,-0.08629501,-0.2820751,0.084259644,0.036366284,0.002217149,-0.09946272,-0.025677858,-0.017573873,0.011334753,0.013320385,-0.029041037,0.044019934,0.025479082,0.04239706,0.023852255,-0.009890349,0.051713537,0.11975451
Residential Building (Apartment / Condo),0.0053281076,0.030322589,-0.0037138145,0.016970426,0.044985816,-0.09942913,0.09401174,-0.029685795,-0.0071176924,0.08294468,-0.1354777,-0.021960035,-0.022994686,0.035394892,0.021191295,-0.0457166,-0.064738564,0.055702373,-0.07106699,0.0215175
Scandinavian Restaurant,0.00841116,0.011208053,-0.06121442,-0.17215598,-0.02968298,-0.009662945,-0.0697418,-0.054252885,-0.04784412,0.03911843,0.01187345,0.04284613,0.08081547,0.09187728,-0.023455504,-0.0062648263,0.0807565,-0.023337599,-0.043916516,0.11127131
College Auditorium,0.09275891,0.1474121,-0.09768671,0.026365891,0.019069705,0.004012349,-0.04386247,0.01048639,-0.02502786,0.11736147,-0.053801674,0.020413185,0.101553395,-0.05483434,-0.09073476,-0.13974555,0.015067137,-0.14500025,0.027571399,-0.019824684
Moroccan Restaurant,-0.012613477,0.009386484,-0.12172654,-0.08701689,-0.04647524,-0.006755363,-0.082207814,-0.05804794,-0.039783947,0.030681968,0.06322795,-0.0058546467,0.13947687,0.010271104,-0.1091882,-0.011078544,0.08663759,0.0487737,0.02545109,0.059835948
Museum,0.15002654,-0.045869544,-0.02279079,-0.0131135825,0.12935527,0.087186836,0.05618373,0.033315312,-0.0040924377,0.0148255145,0.13197386,0.0793509,-0.021138486,-0.12671818,-0.035621267,-0.082863204,0.18382613,-0.07953051,0.01812864,0.02341027
Snack Place,0.03431239,0.08323658,0.061532684,-0.051785782,-0.008057881,-0.063816816,-0.085922986,0.12347298,-0.07265447,0.1528096,0.01204316,-0.0040209135,0.16783932,0.054169744,-0.083554424,0.073547766,0.040101595,0.00210058,-0.028377257,-0.100164935
Falafel Restaurant,-0.053572197,-0.040922597,-0.03616463,-0.053235944,-0.01946802,-0.029074881,-0.027897105,0.023309942,-0.07850415,0.04325273,-0.01017787,-0.034730017,0.17493513,0.061905697,-0.10789946,0.07889468,0.058893386,0.04575801,0.05952367,0.014001317
Park,0.011482969,-0.12117472,-0.056045122,0.13582872,-0.010598723,0.029437145,0.15834187,-0.103983715,0.13410605,0.007810829,-0.05048565,0.08211265,0.010542735,-0.01889538,-0.016194712,-0.021686539,-0.005155273,-0.013488859,0.04758385,0.008492783
Bakery,-0.00060910545,-0.0021511249,0.06804443,0.030462712,-0.11823463,0.019354597,-0.16996232,0.12282446,0.15761651,0.08054544,0.036693085,0.114575244,-0.027117461,0.04346263,-0.16669445,0.014253652,0.021346943,-0.14777893,-0.084839985,-0.093235366
Sorority House,0.03518322,0.12343189,-0.12345226,0.052261285,-0.07839785,0.013413654,-0.06686865,0.02224884,-0.011773543,0.056562066,0.057523757,0.06026695,0.09295422,-0.079186395,-0.13827255,-0.07526699,0.02439216,-0.052589588,0.07507254,0.030705228
Skate Park,0.04875642,-0.023540415,-0.12123236,0.0075281523,-0.040794585,0.061870836,0.0125328,-0.061214827,-0.009431871,0.047736816,-0.028950637,0.08980374,0.11449939,0.050522663,-0.020323448,-0.05616886,0.14404075,-0.031530656,0.0072826743,0.041641615
