Surf Spot,0.059697777,0.0141670825,0.06759982,-0.008610748,0.010060605,-0.013192213,-0.028401908,0.039932474,-0.04679507,-0.00398124,-0.049618013,-0.064650975,-0.029226879,-0.021068407,-0.01672842,-0.010293096,0.035266265,0.04293412,-0.049021013,0.0044436543,0.09618907,-0.029285317,0.016808422,-0.031915963,-0.01747955,-0.055965338,-0.0027436763,0.024276184,-0.03144904,-0.02112853,0.02672553,-0.027653597,0.0050574057,0.019619761,-0.025654318,0.020132164,-0.11268379,-0.110926084,0.027209155,0.018103005,-0.05123379,0.03294362,0.0785835,-0.04192137,-0.001066671,0.043291945,0.0055131987,0.029180663,0.008968541,0.024097046
Multiplex,0.096328065,0.013683333,-0.04519614,-0.027713798,0.04290334,-0.056669354,-0.051623076,0.008343872,-0.035127003,-0.046547063,0.057513088,0.0149075175,0.042316556,-0.040628523,0.049414743,0.07421681,-0.030361513,-0.045295656,-0.029032825,-0.047789555,0.08674118,-0.007995169,-0.06338171,0.0061392947,0.050664775,0.019141896,0.0066520027,-0.059184626,-0.010184519,0.00055118324,0.035073154,-0.030457122,-0.0038697813,-0.025703989,-0.06685704,-0.010238046,-0.012183147,-0.06392992,-0.0074206665,-0.049359664,0.000116501935,-0.009665794,0.032792673,-0.0118536325,0.0011429682,-0.042332396,-0.0068985103,0.008740516,0.027825994,0.10983087
Sandwich Place,-0.08212806,0.00152307,0.059329756,0.011035021,-0.092800565,0.060781453,0.028541975,-0.08317464,-0.0009996486,-0.0115367435,0.07375325,0.011418523,0.01031005,0.00820661,-0.040194348,0.13379706,0.045110926,0.12671089,0.07758841,0.030964233,-0.109420925,0.08425369,0.04030469,-0.07755564,0.004976915,0.021832036,0.051975053,0.104142584,-0.023624506,0.014783139,-0.075560495,0.0013820343,-0.05123272,-0.038172238,0.05462566,0.0058289655,-0.061196096,-0.11899255,0.03326587,0.024490394,-0.032397658,-0.0031276736,0.0693888,0.0038299882,0.02121837,0.059061818,0.038779702,-0.040599875,2.387166e-05,-0.03973088
Food,-0.02878726,-0.056957997,0.0154883815,0.018166,-0.0370938,0.025347061,0.026885185,-0.025759168,0.007929841,0.031943098,0.065973185,-0.0105912555,0.032858223,0.0485397,-0.07834697,0.103788495,0.047284234,0.08914865,0.123754926,0.052857336,-0.08040974,0.027932804,-0.0163365,-0.041517347,0.014248748,-0.009899328,0.122316,0.06683425,0.023054928,0.05113945,-0.051050268,0.036575053,-0.048486155,-0.017818337,0.07561922,-0.044789553,-0.025085516,-0.04728807,-0.025446635,0.06883119,0.061830923,-0.02119115,-0.02708089,0.017863033,0.019872885,0.038832836,0.025138125,0.033558846,0.06707261,-0.053308524
Video Game Store,0.027956361,-0.04209887,0.05888107,-0.031025536,-0.02861073,0.061969034,-0.04307846,0.0066606533,0.030173726,0.008641699,0.011484406,0.025990563,0.05269527,0.03747299,-0.033553615,-0.01123647,0.040392373,-0.08524772,0.08418118,0.04356231,0.055652328,0.0018960218,-0.0020533553,0.0444533,0.03753871,-0.009618644,-0.048615906,-0.02371724,0.032286108,-0.019547513,0.070855916,0.06435569,0.067072004,0.05738547,0.053414755,-0.0069509447,-0.024038982,0.017980305,-0.004239425,0.03460209,0.016426243,-0.0023742623,-0.033188857,-0.10203348,0.008827135,-0.0564959,-0.0033009518,0.0390626,0.006196863,-0.095133774
Coworking Space,0.017501391,-0.024885928,-0.08792088,0.031993,0.057123058,0.00020180829,-0.06161607,0.03956769,-0.009560637,0.010114136,-0.0104307905,0.0010408349,-0.028332058,0.00961511,0.11422539,0.006100541,-0.07730536,-0.0070415717,-0.046667717,0.041512858,0.027855432,-0.015256021,-0.045503777,-0.016608123,0.082604595,0.0019611493,0.008906407,-0.02262068,-0.080111325,-0.03188189,-0.016082063,-0.0141110625,-0.027704801,0.032365613,0.07220341,-0.019007161,0.06569238,0.02914255,-0.024964334,-0.08031927,0.010367447,0.03171885,-0.021027287,0.027679993,-0.0013810229,0.011732096,-0.037606344,0.026719226,0.017428698,-0.022540156
Campground,0.017097674,0.013180836,0.08127305,0.01717001,-0.07742943,0.05372556,-0.015214946,-0.047045615,0.0051492746,0.037762206,-0.06245099,-0.16631608,0.009284725,0.03897153,-0.00787367,0.05951818,-0.009953329,0.039631516,0.028360093,0.012690028,-0.0056210477,-0.00821774,0.019597387,-0.030227834,-0.050860777,0.0021133823,0.04805506,-0.009042463,-0.026841134,-0.07053535,-0.015937336,0.013414047,0.0149584375,0.021061603,-0.02404296,-0.029715098,-0.05495671,-0.030443048,-0.011314547,0.071935706,0.009513221,0.012584655,0.028607788,-0.09160413,-0.021267835,0.031705838,-0.009794973,0.05271259,-0.00122202,0.015988193
Newsstand,0.074700184,-0.0134803,0.021551078,-0.015489384,-0.024367081,0.022976287,-0.05117374,-0.010145912,-0.039571792,-0.0259819,-0.038930077,-0.031328823,0.030785795,0.006966912,-0.07193579,-0.003047632,-0.035886597,-0.0413053,0.01863521,0.060310673,0.03559673,-0.02681282,0.014838839,0.01834834,0.0073044635,-0.0003086161,0.021135898,0.034775384,0.060778033,-0.0216356,0.035962217,0.043356843,0.08941808,0.0040773726,0.032220505,0.044679455,-0.0716939,-0.11424349,0.057253547,0.016228642,0.012346016,-0.09513026,0.061605692,-0.065687105,0.009430109,-0.004449508,0.106091,0.07578137,0.017099228,-0.009830415
Athletics & Sports,0.032817528,-0.01649673,0.015129722,0.07744086,0.00031145103,0.010841843,0.009323508,0.0063505447,-0.0028226485,0.02492152,-0.03897035,-0.05041053,-0.0044053653,0.015365792,-0.01752796,-0.0017840406,0.02890728,0.04863342,0.019801598,0.032343715,0.0076197092,-0.054041296,0.026228718,-0.05185926,-0.066339284,-0.010721597,0.03648822,-0.008320965,-0.05062295,-0.02888434,-0.007359014,-0.0068640113,-0.00024337767,0.014263951,0.03413541,0.011070792,0.004537476,-0.024261653,0.0064010657,0.019240033,-0.028193261,0.029332351,0.015510153,-0.057740018,-0.012233837,-0.00041963067,-0.045530234,0.010564009,-0.012308853,0.039481547
Bike Shop,0.00025495823,-0.057869162,-0.048784196,-0.02789516,-0.01593231,0.031908967,-0.0487604,-0.01378921,-0.056051183,-0.051650558,-0.02366134,0.14801551,-0.020277854,-0.034947682,-0.04878355,-0.008363504,0.085929155,-0.010936103,-0.0040709106,0.031364705,0.15180074,-0.0060653007,-0.029542014,-0.0512862,9.750528e-05,0.09681289,0.0033898815,0.039893292,0.0033874316,0.04901817,0.008054931,-0.010507857,0.008467449,0.009516882,0.020943861,0.07837273,-0.0969992,-0.03613466,0.009718947,0.008423682,-0.039773628,-0.006160045,0.04501154,-0.076683104,-0.037474185,0.03480818,-0.005254321,-0.012507493,-0.004183504,0.011033308
High School,0.07747338,-0.029629443,-0.0059673544,0.07185937,0.035853215,-0.0023126602,-0.041254487,0.019692361,-0.025507905,0.004979886,0.056270327,0.023076117,0.018274294,-0.09079701,0.0844271,0.02695571,-0.056413397,0.05104261,-0.06994837,0.03545755,0.017274177,-0.063906856,-0.015700582,-0.06058518,0.032264486,0.041457076,0.07447372,0.029482117,-0.116695836,0.012614358,-0.02817964,0.0015765969,-0.051233266,-0.046970785,0.009234948,-0.012068659,0.024621224,-0.06981775,0.035011515,0.0058810674,0.0073129265,0.092746004,0.031438187,0.019144723,0.01295651,0.024435304,-0.021214414,-0.0035198834,0.0017306414,0.04035954
Auto Dealership,0.0571128,-0.011447574,0.048486784,-0.031357765,0.031879205,0.013992782,-0.044975065,-0.02034479,-0.023173463,-0.13174668,-0.039462637,0.06345354,-0.04163724,0.030279692,-0.06968953,-0.05656216,-0.0059129437,-0.012216142,0.022713227,0.09348624,0.059580557,-0.043162473,0.0030558505,0.0042658783,-0.017480873,-0.017600123,0.03358095,0.088456854,-0.01917464,0.05393005,0.003708655,-0.012909815,0.04637867,-0.01884029,0.03147404,0.057814583,-0.08518216,-0.08119632,0.024048336,-0.06422612,-0.10618055,-0.019136988,0.058968455,0.015216667,-0.017585754,0.03943985,0.06714486,0.018379472,0.013084985,0.008148357
Pool,0.05039478,-0.0037972163,0.026449107,0.08139967,0.059013236,-0.06702244,-0.01997841,0.09291698,0.0008079307,0.05959074,-0.04323928,0.0068469625,-0.010469953,-0.03509699,0.008043287,-0.02977192,0.051603578,0.05543751,-0.044882447,0.017008666,0.05716905,-0.059001945,0.00023756735,-0.026889162,-0.019818934,-0.027241677,0.017153997,-0.009805374,-0.10198744,-0.0011253208,0.007841286,-0.035821427,-0.028826546,0.0014685956,0.038122065,0.038860798,-0.003541112,-0.011722698,0.0055026608,-0.016960515,-0.033270072,0.07450771,0.030895201,-0.07303305,0.0017942423,-0.013230501,-0.085225634,-0.0016927931,-0.017207019,0.09083982
Airport,0.032504443,0.011740429,-0.049531773,-0.02942771,0.07218503,-0.060306884,-0.09287961,0.01118075,-0.052384667,-0.055371623,-0.011523329,-0.016765974,-0.08906491,0.0045287395,0.0013762433,-0.083370335,-0.005696861,0.0171737,-0.09886996,-0.021291522,0.0152695365,-0.03279125,0.05704468,0.0036681527,-0.051295113,-0.017710872,0.010162631,-0.042330593,0.020549415,-0.0031983163,-0.048204485,-0.13478741,-0.010330809,-0.09762474,-0.038353264,0.028889196,0.018149968,-0.014448641,-0.03882308,-0.05703637,-0.0750257,-0.018529631,-0.017580718,0.063623734,0.0020069557,-0.07097564,0.024163077,-0.015333686,-0.06154751,0.01604696
Gaming Cafe,0.0072397273,0.074651286,0.07548085,-0.018227097,0.010697253,0.030530969,-0.01105087,-0.014432259,-0.02544868,0.006026432,-0.017638072,-0.093652,0.014213518,-0.10414931,-0.002014039,0.02184658,0.04068909,-0.0011539087,0.064371,-0.01631381,0.05683444,0.0009420758,0.025181822,-0.011812891,-0.022690145,0.080973394,0.0063315867,0.02694889,0.003705496,-0.060970336,0.043017596,0.045292236,0.0047792587,-0.025913112,0.022704342,0.024586264,-0.022907697,-0.04023654,0.033384386,0.06926774,-0.042360332,0.022851657,0.036783352,0.017216064,0.015222479,0.041228108,0.03798256,0.03760417,-0.047302824,-0.0036901087
College Cafeteria,0.054132596,-0.020863751,-0.0065336837,0.08356261,0.00014629588,-0.04888948,-0.06849979,0.0024039818,0.003220981,-0.017061524,0.011121038,0.108539864,0.010874227,-0.12588523,-0.062323675,-0.014718726,-0.053133704,-0.0012414432,0.030863639,0.016791377,0.07326178,-0.07122678,0.017880104,-0.0021175493,0.041821666,0.0071072755,0.0083359815,0.0025730524,-0.03391348,0.035802267,-0.0024596304,0.01723772,0.0065879384,-0.078013584,0.044838835,0.018774206,0.001899587,0.006151557,0.0057968134,-0.05814039,-0.020962508,0.024298772,0.003238726,-0.005179858,-0.005080373,0.029764354,-0.05168841,-0.0072974386,0.055064928,0.02747088
Whisky Bar,0.07252538,-0.022031179,0.017013606,0.006504966,0.038151167,-0.0059187133,-0.035928056,-0.009872424,-0.03749033,0.0063065547,-0.066280834,-0.056253776,-0.021293927,-0.037647773,-0.005959397,-0.033077575,-0.008348854,0.03166803,0.034665152,-0.036957063,0.047287554,0.013400231,-0.08022353,0.03915271,-0.05308018,-0.026554903,-0.0038314643,-0.07079918,-0.038756978,0.04450397,-0.004824036,-0.0020611268,0.005228292,0.023042927,-0.045524605,0.04491137,-0.0105505735,-0.0016121287,0.009567183,0.00190438,-0.0008645579,-0.012399834,-0.033703286,0.017540833,0.06975548,-0.03330699,0.036701255,0.004261505,0.0488583,-0.0355657
Asian Restaurant,-0.026418425,-0.05340363,-0.0054625785,0.0034520607,-0.01978812,0.00026307162,0.019436311,-0.020641513,0.021300858,0.024395652,0.052760348,0.029527098,-0.0041067973,0.04080428,-0.07146564,0.09252479,0.0235922,0.038132545,0.06344741,0.0492532,-0.064542994,0.04140386,-0.025177449,-0.02840502,0.046216983,-0.025868706,0.055390377,0.045731362,0.020916088,0.028438287,-0.009854942,0.024005746,-0.02629884,0.013910389,0.023731537,-0.04683708,-0.03780164,-0.003543172,-0.00670959,0.03043761,0.060083278,-1.0875985e-05,-0.0025016852,-0.002329817,0.0039257696,0.016960224,-0.00058669224,0.019075574,0.06632425,-0.040142816
School,0.055079482,-0.023686845,0.029807054,0.008066382,0.041541837,0.0249739,-0.039279025,0.03541227,-0.025947863,-0.022474509,0.01272508,-0.009613819,-0.010153115,-0.12078375,0.07576746,0.048497055,-0.05557561,0.06139938,-0.0520429,0.027454643,0.026908925,-0.04256016,-0.0143602835,-0.04515393,0.015892275,0.030743085,0.04382581,0.0791083,-0.091573365,-0.011657378,-0.031306237,0.039280508,-0.043484665,-0.03441027,-0.0052302326,-0.0016436055,-0.013755243,-0.022485504,0.053944174,0.05862305,0.002928995,0.11193541,0.040134106,0.03834257,0.0023375265,0.04851389,0.017270964,0.01458899,-0.009524638,0.010954752
Conference Room,0.010709727,-0.022025336,-0.058829572,0.0073191915,0.049503744,0.029626753,-0.0138056725,0.056742966,0.05141616,0.004594449,-0.026080698,-0.049336664,-0.056801822,0.03178837,0.100255154,0.03533691,-0.014444367,0.0076506278,-0.031409003,0.049261518,0.019095333,-0.008031491,-0.048110712,-0.004172031,0.083296016,0.026265599,-0.0403812,0.04382421,-0.039999373,-0.06358796,-0.009835824,0.0061769523,0.008641776,0.04444428,0.022396823,-0.043178707,0.012496735,0.04823608,-0.0027057007,-0.002436014,-0.0041748555,0.03787193,0.0022689498,0.060269058,-0.02359106,0.017079981,0.019749802,0.03787349,0.016977528,-0.010197675
Bank,-0.045649253,0.06481472,-0.006136217,-0.03535906,-0.014345221,0.02307326,-0.009550231,-0.0020427615,-0.0025910158,-0.07962111,-0.05499988,0.094208635,-0.07668118,-0.008420426,-0.05130945,-0.01576118,-0.013782042,0.012357859,-0.025163347,0.041511416,0.013593813,0.05818039,0.015022865,-0.017345065,-0.036901206,0.051060054,-0.010908272,0.115638286,0.0048760837,0.029466469,0.023865324,0.034543216,0.04694786,0.021069964,-0.0051313397,0.08505693,-0.032816477,0.0065906066,0.04634472,-0.10490246,-0.06569609,-0.0017757942,0.13545665,-0.0027774218,-0.02377431,0.033639587,0.06900062,-0.029809304,-0.035796672,-0.026871186
Light Rail Station,-0.0445947,0.03911773,-0.07403226,-0.041931935,0.083228484,-0.028597688,-0.06388136,0.015831286,-0.050407067,-0.0489412,-0.0011661298,0.05278971,-0.08023449,-0.019663386,0.042728506,-0.08368558,-0.010224018,0.008004153,-0.19115773,-0.015001131,0.017458139,0.013551034,0.08811594,-0.0062748417,-0.028067809,-0.011805391,-0.036170885,-0.01648166,0.0130992755,-0.019091165,-0.0318817,-0.17563784,-0.037643626,-0.04205944,-0.06940197,0.030106377,0.008551441,0.042209953,-0.017307865,-0.06811493,-0.07228841,0.024548618,-0.015013127,0.054070093,-0.01851222,-0.029422343,0.024693176,-0.08565097,-0.1258811,0.015579538
French Restaurant,0.0046994174,-0.064546354,-0.029840967,-0.02375587,-0.002244221,-0.01360502,0.0013124077,0.0009152768,-0.00899053,0.01688506,0.07125375,0.0044399938,0.01831779,0.04704781,-0.048832335,0.0968671,0.04970304,0.048971377,0.11288361,0.031776655,-0.0851177,0.03139952,-0.028910875,-0.032539647,0.053730585,-0.036843896,0.08447105,0.026116189,0.080528855,0.034116052,-0.036101934,-0.025546236,-0.045797803,-0.0122745875,0.092014186,-0.07393939,-0.0021842076,0.0031506103,-0.06377151,0.031242037,0.074444264,-0.010250014,-0.057710085,0.042454656,0.03374279,-0.040881254,0.026148196,0.056601916,0.07484597,-0.03205841
Hot Spring,0.022467155,-0.01712326,-0.029491864,0.04861125,-0.022201996,0.0076339263,0.014444062,-0.01815774,-0.04206181,0.048286848,-0.07033093,0.03494087,0.02506413,-0.030372094,0.0007381374,0.03504637,0.05280082,0.07937292,-0.016850736,0.036463905,0.06279581,0.0005080495,-0.015876573,-0.048283778,-0.07714676,-0.004217191,0.004291882,-0.025628965,-0.07195664,0.01593529,0.0053301547,-0.0052255304,-0.026881227,0.05437645,-0.05096285,0.067281924,-0.04139819,-0.011856799,0.023654088,-0.027740479,0.027062666,0.063932225,0.017150579,-0.081775755,0.009868112,0.0075380737,-0.100013226,-0.03626074,-0.0118444245,0.04685613
Concert Hall,0.010234725,-0.01092276,-0.030969782,-0.0151841985,-0.006806601,0.0034456942,-0.019703442,-0.0025922535,0.018741572,-0.009269205,0.048343744,0.047921136,0.02143082,0.015476251,0.041471332,0.018689608,0.010372061,-0.050005544,-0.0125958165,-0.01012368,0.03298945,-0.002219228,-0.052569143,-0.021537963,0.105871186,0.023510668,0.01791414,-0.014946564,-0.011562784,-0.003216966,0.04510247,-0.019291686,0.0016958029,0.05808158,-0.0087067345,-0.026631301,0.016687214,-0.008499326,-0.010272091,0.022320643,0.0143428445,0.04939777,0.027354516,-0.04493583,-0.0063324487,-0.026276426,-0.031174302,-0.0351125,0.044328142,0.056561287
River,-0.023554944,0.04582178,0.004239611,0.06432998,0.019743124,-0.05628081,-0.015349152,0.008546665,-0.028338615,0.043584526,-0.051607452,-0.06499702,0.013286816,-0.022000719,0.004944502,0.020426903,0.049149096,0.033592217,0.0059019397,0.0018053671,0.04722336,-0.0676476,0.043945644,-0.052896492,-0.078574374,-0.030699654,-0.028030373,-0.019608868,-0.059824847,-0.07292121,0.010649683,-0.02081236,-0.0046486515,-0.03583003,-0.023015615,0.030076992,-0.05458435,-0.05346383,-0.009069058,-0.013828856,-0.030262489,0.06352421,0.086920924,-0.066932686,-0.0074932976,0.025975462,-0.059496135,-0.012520015,-0.054255225,0.10529435
Salon / Barbershop,0.011939794,0.008607855,0.007972912,-0.057808362,0.054146413,-0.014290754,-0.026805146,0.07716733,-0.028399127,-0.11057689,0.012548136,0.051418036,0.023323165,-0.0006395504,0.008748278,-0.055190846,0.033700243,-0.08318745,-0.012476888,0.064944394,0.031374697,-0.0055915457,0.020110002,0.010454178,0.03123567,0.061697595,-0.023273919,0.05663644,-0.007220353,0.017598733,0.06355038,0.036752783,0.055964053,-0.016710607,0.051099807,0.051595945,-0.05863721,-0.071550325,0.052093655,-0.026818056,-0.04757179,0.0114003755,0.06281388,-0.018141815,-0.06462746,-0.015162132,0.0142185055,0.042617332,-0.02367014,0.08714981
Dance Studio,0.047212835,-0.009982413,-0.005296778,-0.0012047384,0.013606846,-0.015990272,-0.064284086,0.03241384,0.019816693,-0.014911162,0.08995895,-0.020084076,-0.01992344,0.13016024,-0.039879747,-0.0045574745,-0.059864283,-0.025770104,0.024907716,0.027194634,-0.019569315,-0.046035096,-0.006528287,-0.046408847,0.08872114,-0.0066358214,-0.00999816,-0.02862882,0.021865247,-0.08326549,-0.0047735972,-0.047299977,-0.016154686,0.005573649,0.030155465,-0.07706003,0.049001034,-0.0027199127,0.041289568,0.045474283,-0.004254245,0.05194697,-0.012938805,-0.04364563,-0.036050644,-0.04526897,0.013717866,-0.012717789,0.03127968,0.041623928
General College & University,0.013461178,-0.0263583,-0.0057019447,0.017031858,0.026578391,-0.017208274,-0.09610754,0.029938104,0.03638217,-0.023750529,0.07293354,0.039565388,-0.06654116,-0.038524047,0.028659236,-0.006898869,-0.08271186,-0.014040962,-0.013853937,0.04083436,0.04280172,-0.07220891,0.0059049586,-0.0007494001,0.10921033,-0.048820853,0.023979388,0.048865713,-0.06451198,0.019554231,-0.04898616,-0.004343043,-0.010205148,-0.05762644,0.0618872,-0.059906293,0.05234079,-0.02154678,0.023620013,-0.08298573,0.042393524,0.05059281,-0.05874882,0.0501488,-0.016245063,0.016947232,-0.0061646746,-0.0071985293,0.06847578,-0.005988744
Shoe Store,0.034987275,-0.06489022,0.018342236,-0.079727456,0.006174745,-0.017101333,0.026849113,0.08081883,-0.043782692,-0.031857997,0.02297267,0.07298775,0.040559225,0.027821269,-0.05873269,-0.10912483,0.035074748,-0.06990517,-0.029573578,0.0935702,0.01454897,-0.03845343,-0.0142005775,-0.009616261,0.0069839903,0.01838196,-0.044248216,0.043107238,0.025706703,0.009710031,0.07427645,0.015154806,0.03439247,0.0022388618,0.030205797,0.036451615,-0.09990473,-0.050765008,0.028955521,-0.013803706,-0.03159201,-0.045300778,0.030729564,-0.03264206,-0.069145426,-0.0012190384,0.0039304793,0.090948895,0.00701271,0.08112307
